affil,Article_sum,document_count,openaccess_sum,coauthor_count,first_author_sum,last_author_sum,citation_count,cited_by_count,h_index,growth_rate,mean_citations_per_year,mean_citations_per_doc,SJR_mean,journal_h_index_mean,author_count_mean,author_weight_mean,author_position_mean
WCHRI,52,76,7,126,14,31,545,466,12,48.1666666666667,45.4166666666667,7.18421052631579,0.761142857142857,51.3214285714286,4.23684210526316,0.891875419763721,1.65789473684211
WCHRI,28,36,17,627,5,1,2013,1861,20,107.454545454546,95.8571428571429,55.9722222222222,4.048875,208.21875,22.1388888888889,0.321533878119045,10.4722222222222
WCHRI,50,59,23,312,15,1,1415,1224,18,138.5,141.5,23.6666666666667,2.30784482758621,165.637931034483,10.6833333333333,0.427560811503708,4.23333333333333
WCHRI,1,1,0,8,1,0,4,4,1,1.88888888888889,0,4,6.272,374,9,0.984012257812089,0
WCHRI,26,32,8,188,3,1,595,546,13,66.7272727272727,66.1111111111111,18.625,2.18111538461538,129,12.9375,0.229602109274179,5.9375
WCHRI,129,154,66,367,45,34,7942,4745,41,748.916666666667,722,51.8701298701299,1.23698591549296,109.161971830986,7.87662337662338,0.682079822471423,2.4025974025974
WCHRI,32,37,10,302,1,4,1331,1288,17,31.1818181818182,63.3809523809524,35.972972972973,1.82131428571429,134.028571428571,12.0810810810811,0.344366743843805,4.89189189189189
WCHRI,96,133,57,285,34,52,4939,3693,33,61,126.641025641026,37.1503759398496,1.71674166666667,166.708333333333,4.91729323308271,0.86794683669765,2.56390977443609
WCHRI,21,28,2,246,6,3,659,646,10,19.8181818181818,31.3809523809524,23.5714285714286,1.58744,148.16,25.4285714285714,0.561248064941751,11.3928571428571
WCHRI,14,16,0,22,10,4,187,172,6,1.41666666666667,10.3888888888889,11.6875,0.7873125,70.5625,3.6875,0.972685956604653,1.0625
WCHRI,42,56,21,282,5,0,1852,1656,19,172.6,63.8620689655172,33.1607142857143,1.87547169811321,149.754716981132,11.6785714285714,0.373842149519754,3.64285714285714
WCHRI,28,32,15,161,5,7,396,382,10,59.2222222222222,56.5714285714286,12.5625,2.02553125,157.84375,7.9375,0.599547852444788,3.28125
WCHRI,16,23,6,45,7,8,234,202,7,26.8,21.2727272727273,10.1739130434783,0.631235294117647,55.0588235294118,5.8695652173913,0.861976602834793,1.30434782608696
WCHRI,174,242,77,480,48,90,4324,3210,35,161.5,160.148148148148,17.9751037344398,1.54313963963964,140.117117117117,6.22406639004149,0.798356501277278,2.80082987551867
WCHRI,13,18,5,37,6,5,709,622,11,8.45454545454546,35.45,39.5,1.2591875,128.125,4.38888888888889,0.837119251383816,1.33333333333333
WCHRI,18,20,5,89,10,3,170,155,6,9.45454545454546,8.0952380952381,8.55,1.10215,72.7,7.45,0.746723927462709,2.2
WCHRI,126,149,68,603,15,24,2608,2299,27,81,74.5142857142857,17.5369127516778,1.69928776978417,161.791366906475,9.4496644295302,0.455543562779278,4.01342281879195
WCHRI,7,13,4,52,4,2,445,416,7,7.25,49.4444444444444,34.2307692307692,0.922230769230769,99,6.92307692307692,0.656544352521629,2.15384615384615
WCHRI,23,28,16,168,5,1,1660,1444,19,129.666666666667,127.692307692308,59.7142857142857,6.51603703703704,341.740740740741,11.6071428571429,0.416126124356365,2.82142857142857
WCHRI,25,38,19,131,13,11,1526,1146,18,46.0833333333333,84.7777777777778,40.2894736842105,1.67445714285714,177.314285714286,6.23684210526316,0.759505427488289,2.39473684210526
WCHRI,40,51,17,159,14,4,581,551,13,9.25,13.8333333333333,11.3921568627451,1.87845238095238,158.190476190476,5.7843137254902,0.614300817705781,2.2156862745098
WCHRI,57,83,20,439,20,23,1056,831,18,101.666666666667,81.2307692307692,12.7710843373494,1.97374683544304,121.683544303798,10.7590361445783,0.646733947268291,4.18072289156626
WCHRI,20,23,11,53,7,0,780,686,14,31.2222222222222,41.0526315789474,33.9565217391304,2.07404347826087,177.434782608696,6.1304347826087,0.695967245225695,2.65217391304348
WCHRI,32,42,17,144,9,13,942,595,20,34,40.9565217391304,22.4523809523809,1.70320512820513,206.820512820513,6.35714285714286,0.745874498003918,4
WCHRI,6,7,1,43,1,0,24,24,2,3.875,4.8,3.42857142857143,1.20916666666667,90.6666666666667,13.2857142857143,0.332306542315542,8
WCHRI,26,38,16,2578,2,3,4913,4811,19,498.1,204.708333333333,133.540540540541,2.397,213.535714285714,17.8378378378378,0.381552971038505,5.14285714285714
WCHRI,31,43,32,209,6,1,2319,2137,19,98.0833333333333,154.6,53.953488372093,2.51858974358974,195.538461538461,8.55813953488372,0.435850707212148,2.90697674418605
WCHRI,45,47,5,65,15,19,526,381,13,32.5833333333333,35.0666666666667,11,1.06080434782609,108.04347826087,4.64583333333333,0.876481483015684,1.66666666666667
WCHRI,28,43,20,162,5,7,873,761,16,74.1818181818182,62.3571428571429,20.8333333333333,1.30088571428571,144.4,9.90476190476191,0.428366131954035,5.40476190476191
WCHRI,29,65,16,66,38,8,420,342,12,26.6666666666667,24.7058823529412,6.49230769230769,1.15753658536585,72.0731707317073,4.64615384615385,0.875417957328946,0.723076923076923
WCHRI,86,121,68,589,20,38,6348,4621,42,205.333333333333,276,52.5537190082645,3.52455855855856,241.936936936937,8.07438016528926,0.729164792235936,4.51239669421488
WCHRI,56,58,7,67,22,17,1724,1297,19,58.0833333333333,114.933333333333,29.2542372881356,1.32820338983051,71.5423728813559,4,0.847253356033829,1.38983050847458
WCHRI,60,102,28,244,26,33,1873,1167,25,160.166666666667,124.866666666667,18.4607843137255,1.89054081632653,150.734693877551,9.05882352941176,0.738677683962511,3.33333333333333
WCHRI,230,270,100,590,22,136,9957,7219,56,258.5,331.9,36.7970479704797,1.81023921568628,186.58431372549,5.81549815498155,0.789255195886828,3.5719557195572
WCHRI,38,82,38,434,17,12,5380,4272,30,338.166666666667,283.157894736842,65.9634146341463,3.6816375,279.05,23.0853658536585,0.466496084683417,6.78048780487805
WCHRI,46,68,16,231,10,22,1477,1289,21,65.9166666666667,73.85,21.7941176470588,1.15866101694915,114.237288135593,6.44117647058824,0.633554601183562,2.94117647058824
WCHRI,14,19,3,93,10,2,382,344,11,8.08333333333333,27.2857142857143,20.1052631578947,1.81211111111111,152.888888888889,8.47368421052632,0.661540361118715,2.10526315789474
WCHRI,72,78,31,278,8,14,2112,1847,24,51.0833333333333,150.857142857143,27.0897435897436,1.45128378378378,135.310810810811,8.44871794871795,0.46060535564887,3.43589743589744
WCHRI,19,21,8,153,3,3,183,171,7,29.4444444444444,26.1428571428571,8.76190476190476,1.40775,121.35,14.0952380952381,0.25932935976288,6
WCHRI,10,17,10,112,7,5,204,203,5,6.90909090909091,12.75,12,1.43014285714286,111.928571428571,8.58823529411765,0.748214257591831,3.35294117647059
WCHRI,3,4,2,17,1,1,41,41,2,4.88888888888889,5.85714285714286,10.25,1.215,63.3333333333333,5.75,0.795235561700333,2.5
WCHRI,119,146,95,600,17,38,3125,2665,33,194.166666666667,195.3125,21.6758620689655,1.8343829787234,152.007092198582,10.6275862068966,0.531420112011795,5.13103448275862
WCHRI,47,64,29,488,10,5,1689,1329,24,147.75,120.642857142857,26.703125,2.95566666666667,223.111111111111,20.0625,0.429623562414074,7.734375
WCHRI,20,25,3,79,4,3,587,539,10,29.8888888888889,30.8947368421053,23.56,1.272625,130.708333333333,6.6,0.561153430001543,3.28
WCHRI,87,200,53,475,53,60,5223,4433,38,148.416666666667,180.103448275862,26.17,1.64236305732484,129.923566878981,5.585,0.79238946007906,2.745
WCHRI,199,255,130,1001,22,87,16063,12094,71,449.166666666667,553.896551724138,63.3385826771654,2.88389166666666,246.65,8.71653543307087,0.613153357793392,5.56299212598425
WCHRI,21,29,22,92,4,4,293,276,9,56.2857142857143,73.25,10.1724137931035,1.30117857142857,135.035714285714,8.3448275862069,0.546590559287068,4.62068965517241
WCHRI,11,17,2,54,9,1,203,188,5,14.7777777777778,10.15,11.9411764705882,0.961428571428572,84.8571428571429,5,0.763965607505254,1.05882352941177
WCHRI,83,123,33,207,38,66,1133,809,20,51.3333333333333,51.5,9.22764227642277,0.762790476190476,78.6952380952381,4.41463414634146,0.855700658681079,2.21951219512195
WCHRI,73,104,20,261,15,59,1351,1231,23,44,50.037037037037,13,0.767268292682927,78.1707317073171,5.64423076923077,0.848559188995902,3.28846153846154
WCHRI,43,60,37,182,24,25,1608,1188,24,99.1666666666667,76.5714285714286,26.8833333333333,3.27454237288135,214.813559322034,6.61666666666667,0.849945321521183,3.1
WCHRI,22,25,5,146,10,0,176,168,6,20.7272727272727,19.5555555555556,7.08,1.956375,106.875,10.08,0.624436174811562,2
WCHRI,50,63,16,201,3,1,2333,2186,23,109.75,166.642857142857,37.1111111111111,1.03016666666667,96.5,10.1428571428571,0.425842019021517,4.55555555555556
WCHRI,44,60,29,148,18,30,2241,1636,25,26.9166666666667,77.2758620689655,37.4666666666667,1.66951724137931,177.155172413793,6.16666666666667,0.867333237876271,3.53333333333333
WCHRI,239,302,113,696,34,90,11801,9647,56,381.333333333333,318.945945945946,39.1523178807947,1.5973417266187,158.702508960574,7.8476821192053,0.62154202786232,3.48675496688742
WCHRI,26,33,4,92,6,19,460,444,10,8.16666666666667,17.037037037037,13.9393939393939,2.22258064516129,150.903225806452,4.57575757575758,0.866957332245767,2.39393939393939
WCHRI,5,10,0,19,1,1,47,42,4,4.36363636363636,4.27272727272727,4.7,0.349571428571429,28.2857142857143,5.7,0.530558347815436,1.9
WCHRI,176,347,107,583,52,156,5787,4817,39,274.666666666667,321.5,16.7435158501441,0.929366771159875,83.3542319749216,4.80691642651297,0.768101726614847,2.64841498559078
WCHRI,7,9,1,27,1,5,93,93,5,5.33333333333333,6.64285714285714,10.3333333333333,1.09514285714286,100,4.44444444444444,0.858376172858286,1.77777777777778
WCHRI,5,7,2,32,3,1,15,15,1,1.77777777777778,1.66666666666667,2.14285714285714,0.767833333333333,63.6666666666667,5.71428571428571,0.818989567089714,1.28571428571429
WCHRI,119,159,53,573,11,31,2990,2585,30,153.5,124.583333333333,18.8490566037736,1.52025,129.9375,8.84905660377359,0.516435039103733,5.24528301886793
WCHRI,75,96,30,140,32,44,3702,2412,34,69.1666666666667,105.771428571429,38.7291666666667,2.247625,244.772727272727,4.51041666666667,0.946537431353019,2.52083333333333
WCHRI,25,32,12,131,10,4,354,334,9,85,35.4,11.0625,1.54841379310345,92.7586206896552,9.25,0.587701001848971,3.59375
WCHRI,19,32,12,104,8,10,395,369,10,25.4444444444444,15.8,12.34375,1.29043333333333,130.466666666667,5.78125,0.666038571667711,2.0625
WCHRI,4,8,4,26,5,0,79,79,4,2.45454545454545,7.18181818181818,9.875,0.75125,72.75,4.875,0.73695726415813,0.75
WCHRI,3,8,3,13,2,5,69,69,4,12,11.5,8.75,0.69,59.2857142857143,3.75,0.956943416371229,2.25
WCHRI,25,33,8,397,7,7,728,637,13,27.4,29.12,21.5882352941176,1.35109677419355,128.290322580645,14.6764705882353,0.62802700961855,6.28125
WCHRI,15,19,6,734,3,3,345,336,7,9.63636363636364,14.375,18.2631578947368,1.86738888888889,197,29.3684210526316,0.656807430211757,12.1666666666667
WCHRI,64,83,41,303,6,45,5497,4345,36,42.6666666666667,189.551724137931,66.2771084337349,4.80397435897436,358.474358974359,6.74698795180723,0.787115392736375,4.7710843373494
WCHRI,21,25,13,130,8,0,754,590,12,10,35.9047619047619,30.2,1.72136,191.88,10.84,0.514435718090412,2.2
WCHRI,93,112,48,328,22,55,5942,4915,39,76.5833333333333,148.55,53.0982142857143,2.48715841584158,256.019801980198,5.95535714285714,0.825609424141608,3.66964285714286
WCHRI,33,42,9,152,10,16,277,266,9,18.3333333333333,17.3125,6.61904761904762,0.873425,99.7,6.5952380952381,0.809693279719525,3.4047619047619
WCHRI,23,33,14,124,3,3,319,276,10,23.4166666666667,24.5384615384615,9.66666666666667,0.875233333333333,76.2,7.48484848484848,0.446605636268059,2.93939393939394
WCHRI,2,2,1,8,0,0,87,87,2,8.81818181818182,87,43.5,0.928,47,5.5,0.398384409080082,3
WCHRI,56,65,15,130,9,32,4210,2531,35,37.0833333333333,155.925925925926,64.8615384615385,1.74349230769231,204.723076923077,5.15384615384615,0.858694021454964,3.04615384615385
WCHRI,22,29,13,77,6,12,1451,968,15,22.4166666666667,63.0869565217391,50.1034482758621,4.07851851851852,331.074074074074,5.17241379310345,0.81098519283679,2.55172413793104
WCHRI,20,40,3,118,13,2,818,743,16,7.33333333333333,31.4615384615385,20.475,1.35588,143.08,6.15,0.65875927690665,1.825
WCHRI,54,67,37,342,7,12,4825,4366,33,50.5833333333333,166.379310344828,72.0597014925373,3.29174603174603,248.857142857143,8.01492537313433,0.544062162800133,4.53731343283582
WCHRI,16,24,11,91,10,1,604,568,11,17.7272727272727,35.5294117647059,25.2916666666667,2.03352631578947,241.578947368421,6.54166666666667,0.724985000203983,2.41666666666667
WCHRI,133,175,55,444,25,68,2436,1862,25,79.0833333333333,59.4146341463415,13.9485714285714,1.38966447368421,125.421052631579,7.21714285714286,0.738441145337393,4.17142857142857
WCHRI,86,135,28,306,39,48,3883,2667,29,264.666666666667,204.368421052632,29,1.05445945945946,111.297297297297,6.59259259259259,0.784454602737275,2.95555555555556
WCHRI,56,70,6,87,34,43,2638,2216,21,32.8333333333333,67.6410256410256,37.8285714285714,1.43901754385965,204.456140350877,3.2,0.975623334629957,1.52857142857143
WCHRI,49,71,26,249,10,27,3816,3349,23,48.5,190.8,53.2222222222222,1.81692063492064,141.507936507937,7.95833333333333,0.693268986781333,4.30555555555556
WCHRI,75,106,47,214,11,54,1386,914,18,137.5,126,13.1509433962264,1.34831914893617,127.787234042553,7.40566037735849,0.743701783621298,4.62264150943396
WCHRI,148,308,145,770,52,90,14024,12364,58,896.333333333333,584.333333333333,45.7272727272727,1.61624705882353,159.254901960784,8.23376623376623,0.65804640475524,3.69836065573771
WCHRI,96,120,52,377,28,44,2002,1569,26,87.5833333333333,117.764705882353,16.5950413223141,1.62038392857143,156.232142857143,7.45454545454545,0.732324760256948,3.24793388429752
WCHRI,33,35,14,197,8,12,1011,842,17,27.25,40.44,28.9714285714286,1.49777142857143,176.114285714286,8.02857142857143,0.670926216575451,3.14285714285714
WCHRI,89,109,17,159,4,14,2434,2030,27,43.25,135.222222222222,22.3761467889908,0.982099009900989,92.1584158415842,5.01834862385321,0.577828465004901,2.51376146788991
WCHRI,17,24,4,222,4,1,212,203,7,8.77777777777778,12.4705882352941,8.95833333333333,1.03205,104,27.4583333333333,0.525757027008538,15.9166666666667
WCHRI,6,8,1,18,5,1,94,92,5,11.2,15.6666666666667,11.75,0.767142857142857,51.5714285714286,4.75,0.88910404727369,1.125
WCHRI,17,22,14,61,7,3,480,428,12,13.6363636363636,25.2631578947368,21.8636363636364,2.28405263157895,199.315789473684,5.31818181818182,0.749470471509328,1.40909090909091
WCHRI,18,46,13,95,25,24,814,767,14,52.9090909090909,54.2666666666667,17.7173913043478,2.19226086956522,164.391304347826,3.93478260869565,0.917721095332389,1.23913043478261
WCHRI,20,23,0,33,9,9,782,679,15,23.6363636363636,48.875,34,1.54352173913044,131.086956521739,3.08695652173913,1.01553964516275,1.04347826086957
WCHRI,114,142,13,213,49,48,4089,2764,36,146.333333333333,204.45,28.8380281690141,0.992852459016393,78.9098360655738,4.61267605633803,0.86341360684536,1.62676056338028
WCHRI,130,167,50,551,26,80,7431,5107,50,106.416666666667,232.21875,44.5508982035928,3.14116560509554,199.764331210191,6.90419161676647,0.756680808359161,3.92814371257485
WCHRI,14,21,11,46,8,4,587,516,12,5.83333333333333,23.48,28.047619047619,2.79431578947368,243.736842105263,4.14285714285714,0.863786691789088,1.76190476190476
WCHRI,2,2,1,29,0,1,0,0,0,0,0,0,0.6635,67.5,16,0.511326492203523,8
WCHRI,16,21,15,72,10,2,570,510,12,54.3636363636364,51.8181818181818,27.1904761904762,4.1593,335.6,6.14285714285714,0.795316954041278,1.52380952380952
WCHRI,3,5,3,23,1,0,19,19,1,0.272727272727273,1,3.8,1.01775,159.75,6.2,0.633598266406396,2.6
WCHRI,19,24,8,61,6,1,785,660,14,72.0833333333333,56.0714285714286,32.75,3.89486956521739,254.95652173913,5.41666666666667,0.621357811112729,1.5
WCHRI,80,95,49,248,10,25,3686,2874,34,125.333333333333,160.260869565217,38.8842105263158,2.01214444444444,204.688888888889,7.27368421052632,0.615378089477808,4.42105263157895
WCHRI,34,37,14,99,9,15,1088,868,18,19.8,32.969696969697,29.4594594594595,2.75374285714286,299.914285714286,5.16216216216216,0.84005188310629,2.7027027027027
WCHRI,44,71,14,188,32,16,1056,983,21,25.75,42.24,14.887323943662,1.61452380952381,124.587301587302,6.09859154929578,0.697799777061503,2.02816901408451
WCHRI,121,160,36,437,30,42,2171,1716,26,160.916666666667,94.3913043478261,13.4876543209877,1.28961073825503,128.006711409396,8.35802469135803,0.625211343170639,3.53086419753086
WCHRI,12,20,2,84,3,2,201,192,10,14.8181818181818,14.3571428571429,10.05,0.940666666666667,86.3333333333333,7.9,0.455627459367369,4
WCHRI,137,198,64,726,61,46,6753,5657,37,157.833333333333,217.838709677419,34.1616161616162,2.25666292134831,176.286516853933,7.82323232323232,0.626539247368832,2.58883248730964
WCHRI,307,395,123,578,49,167,18647,15444,72,393.5,665.964285714286,47.2784810126582,1.81866942148761,143.121212121212,5.49113924050633,0.762340925701936,2.80506329113924
WCHRI,21,25,7,85,7,7,148,133,8,9.90909090909091,11.3846153846154,5.92,1.14229166666667,105.5,5.68,0.805511106736604,2.16
WCHRI,14,19,2,38,6,1,238,215,8,9.91666666666667,14.875,12.5263157894737,0.998944444444444,124.166666666667,5.57894736842105,0.59868036454188,1.73684210526316
WCHRI,50,77,18,700,27,10,1208,1135,18,77.5,67.1111111111111,15.7402597402597,2.11063636363636,140.484848484849,13.0909090909091,0.642684301144271,6.57142857142857
WCHRI,5,7,1,18,6,1,61,61,2,4.66666666666667,6.1,8.71428571428571,0.617,79,4.85714285714286,1.05832121352837,0.714285714285714
WCHRI,135,164,59,460,29,54,3494,3121,33,149.75,158.818181818182,21.3719512195122,2.70332903225807,165.109677419355,7.55487804878049,0.678406326493438,3.24390243902439
WCHRI,14,29,17,156,11,2,917,860,14,76,61.1333333333333,31.7241379310345,1.75658620689655,151.655172413793,11.448275862069,0.564346366075897,4.96551724137931
WCHRI,4,6,1,31,2,0,27,27,2,2.9,3.375,4.5,0.6928,65.4,6.16666666666667,0.569436906549299,2.5
WCHRI,48,51,12,144,7,11,1016,816,18,71.25,78.1538461538462,19.9607843137255,2.15639215686275,121.019607843137,7.3921568627451,0.641763870455893,3.29411764705882
WCHRI,20,33,8,634,2,2,402,371,10,42.8181818181818,28.7142857142857,12.2121212121212,1.35207692307692,140.115384615385,17.030303030303,0.378694604847941,3.63333333333333
WCHRI,22,48,3,47,20,24,402,377,9,10.25,21.1578947368421,4.52173913043478,0.387923076923077,26.8076923076923,2.89130434782609,1.02773094290188,0.782608695652174
WCHRI,11,18,3,32,15,1,33,25,4,3.33333333333333,3,1.83333333333333,0.529071428571428,32.9333333333333,3.55555555555555,0.987656724183112,0.444444444444444
WCHRI,32,45,12,151,20,5,328,309,11,20.25,19.2941176470588,7.28888888888889,0.857690476190476,81.047619047619,6.84444444444444,0.679406501631486,3.17777777777778
WCHRI,26,34,8,505,7,7,1182,1009,18,62.5833333333333,53.7272727272727,34.7941176470588,1.50612121212121,144.969696969697,27.1470588235294,0.547553780791257,9.84848484848485
WCHRI,130,179,59,453,21,46,15675,10151,49,57.0833333333333,540.51724137931,87.68156424581,2.71466272189349,205.934911242604,6.98882681564246,0.601959495815838,3.89944134078212
WCHRI,139,199,66,882,49,64,7451,6098,48,432.583333333333,212.885714285714,37.4924623115578,2.03735555555556,160.622222222222,12.713567839196,0.658955801947649,6.74874371859297
WCHRI,179,259,41,862,79,45,2895,2584,24,278.5,125.869565217391,11.1807692307692,0.689433198380567,90.3036437246964,6.22307692307692,0.712283025346949,2.66923076923077
WCHRI,3,3,1,32,0,1,1,1,1,0.75,0.5,0.333333333333333,0.705333333333333,76.6666666666667,12.3333333333333,0.417143640115464,6.33333333333333
WCHRI,4,5,2,35,1,2,8,8,2,3.2,2.66666666666667,1.6,0.6775,71,9.4,0.619736349147613,5.6
WCHRI,99,124,30,208,21,43,2287,1731,26,60.8333333333333,134.529411764706,18.739837398374,0.698120689655171,63.9137931034483,4.73170731707317,0.759700863091374,2.10569105691057
WCHRI,8,20,4,77,8,1,341,333,9,10.0833333333333,16.2380952380952,17.05,1.22007142857143,113.857142857143,6.2,0.723088854515828,2.3
WCHRI,20,27,11,89,4,7,1533,1257,13,19.1818181818182,95.8125,56.8148148148148,7.4924,374.8,6.2962962962963,0.686146491362923,2.74074074074074
WCHRI,20,24,0,36,13,7,287,203,10,12.3636363636364,13.0454545454545,12,0.650571428571429,49.5714285714286,3.54166666666667,0.944506308898828,0.833333333333333
WCHRI,6,11,5,13,8,0,26,25,2,4.85714285714286,6.5,2.36363636363636,1.56922222222222,85.3333333333333,3.72727272727273,1.03623116687585,0.272727272727273
WCHRI,201,304,58,508,25,180,14119,9331,66,442.75,403.4,46.5296052631579,2.06801666666667,231.195833333333,5.50986842105263,0.834987513421899,3.51315789473684
WCHRI,102,126,59,443,16,14,2940,2612,32,90.75,133.636363636364,23.3809523809524,1.7557610619469,165.41592920354,8.36507936507937,0.510201843145589,3.17460317460317
WCHRI,48,59,28,473,13,14,2772,2294,29,75.1818181818182,84,47.0169491525424,2.96961111111111,237.5,11.1525423728814,0.657901167037041,5.94827586206897
WCHRI,61,79,35,247,11,36,3640,2508,35,111.25,125.51724137931,46.1139240506329,2.5022,236.64,6.25316455696203,0.799286235956676,4.10126582278481
WCHRI,40,47,21,192,12,9,1518,1348,18,44.1666666666667,63.25,32.4042553191489,1.85369767441861,193.53488372093,7.19148936170213,0.710335699071014,3.42553191489362
WCHRI,17,21,13,75,1,12,1140,1027,12,15.9166666666667,63.3333333333333,54.2857142857143,3.84205,213.5,6.71428571428571,0.730192396776714,4.14285714285714
WCHRI,35,46,13,160,13,12,3925,3045,27,28,170.652173913044,85.4347826086957,1.58980952380952,229.738095238095,6.43478260869565,0.724793562452805,2.73913043478261
WCHRI,146,275,27,306,93,153,4126,3201,36,121,147.357142857143,15.0690909090909,0.936759803921565,88.7647058823529,3.53818181818182,0.963060320177145,1.44727272727273
